Sample_Name,NODE_ID,family-supergroup,Country,Site,Collection_MY,Collection_Y,Season,Mosq_Species_Name,Mapped_Reads,Total_Reads_in_Lib,Non_rRNA_Reads,RPM,Virus_name_fin_cut,Virus_name_final
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_947_length_2703_cov_4.169202,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,387,7892536,7236464,53.48,Macouria meta-like virus 76,Macouria meta-like virus 76  isolate GUY2074
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_472_length_3315_cov_7.354411,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,894,7892536,7236464,123.54,Macouria meta-like virus 69,Macouria meta-like virus 69  isolate GUY2068
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_1259_length_2449_cov_30.330808,Orthomyxoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1123,7892536,7236464,155.19,Macouria orthomyxo-like virus 3,Macouria orthomyxo-like virus 3  isolate GUY2085
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_1242_length_2460_cov_55.393381,Orthomyxoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,2001,7892536,7236464,276.52,Macouria orthomyxo-like virus 2,Macouria orthomyxo-like virus 2  isolate GUY2084
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_152_length_4457_cov_49.093294,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,5863,7892536,7236464,810.2,Macouria meta-like virus 48,Macouria meta-like virus 48  isolate GUY2062
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_405_length_3476_cov_5.264179,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,517,7892536,7236464,71.44,Macouria meta-like virus 74,Macouria meta-like virus 74  isolate GUY2073
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_99_length_5012_cov_4.894716,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,904,7892536,7236464,124.93,Macouria meta-like virus 84,Macouria meta-like virus 84  isolate GUY2081
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_56_length_5891_cov_7.966140,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1218,7892536,7236464,168.31,Macouria meta-like virus 67,Macouria meta-like virus 67  isolate GUY2067
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_31_length_6616_cov_4.122727,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,798,7892536,7236464,110.27,Macouria meta-like virus 79,Macouria meta-like virus 79  isolate GUY2077
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_364_length_3573_cov_4.667714,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,862,7892536,7236464,119.12,Macouria meta-like virus 77,Macouria meta-like virus 77  isolate GUY2075
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_2922_length_1776_cov_96.116853,Partitiviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,2427,7892536,7236464,335.38,Macouria partiti-like virus 9,Macouria partiti-like virus 9  isolate GUY2088
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_923_length_2735_cov_3.035312,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,236,7892536,7236464,32.61,Macouria meta-like virus 72,Macouria meta-like virus 72  isolate GUY2071
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_3212_length_1705_cov_8.682598,Partitiviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,219,7892536,7236464,30.26,Macouria partiti-like virus 12,Macouria partiti-like virus 12  isolate GUY2087
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_2632_length_1856_cov_2.002243,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,138,7892536,7236464,19.07,Macouria meta-like virus 86,Macouria meta-like virus 86  isolate GUY2083
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_117_length_4761_cov_19.900384,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,3079,7892536,7236464,425.48,Macouria meta-like virus 46,Macouria meta-like virus 46  isolate GUY2060
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_6057_length_1290_cov_3.838127,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,151,7892536,7236464,20.87,Macouria meta-like virus 82,Macouria meta-like virus 82  isolate GUY2080
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_3916_length_1575_cov_5.963382,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,302,7892536,7236464,41.73,Macouria meta-like virus 53,Macouria meta-like virus 53  isolate GUY2064
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_489_length_3289_cov_29.342040,Solemoviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,1495,7892536,7236464,206.59,Macouria solemo-like virus 5,Macouria solemo-like virus 5  isolate GUY2089
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_5484_length_1350_cov_3.445576,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,377,7892536,7236464,52.1,Macouria meta-like virus 70,Macouria meta-like virus 70  isolate GUY2069
HVT7HBGXH_Guyane-Macouria-Nov-2020-Dry-Mansonia-titillans-3_S21,NODE_822_length_2832_cov_1.903588,Metaviridae,Guyane,Macouria,Nov-20,2020,Dry,Mansonia titillans,184,7892536,7236464,25.43,Macouria meta-like virus 73,Macouria meta-like virus 73  isolate GUY2072
HVT7HBGXH_Guyane-Macouria-Oct-2020-Dry-Culex-portesi-1_S10,NODE_5_length_11288_cov_15.793848,Rhabdoviridae,Guyane,Macouria,Oct-20,2020,Dry,Culex portesi,3083,6497067,5114835,602.76,Macouria rhabdo-like virus 2,Macouria rhabdo-like virus 2  isolate GUY2093
HVT7HBGXH_Guyane-Macouria-Oct-2020-Dry-Culex-portesi-1_S10,NODE_1138_length_2068_cov_1.658145,Metaviridae,Guyane,Macouria,Oct-20,2020,Dry,Culex portesi,119,6497067,5114835,23.27,Macouria meta-like virus 39,Macouria meta-like virus 39  isolate GUY2092
HVT7HBGXH_Guyane-Macouria-Oct-2020-Dry-Culex-portesi-1_S10,NODE_1976_length_1633_cov_2.528846,Metaviridae,Guyane,Macouria,Oct-20,2020,Dry,Culex portesi,155,6497067,5114835,30.3,Macouria meta-like virus 37,Macouria meta-like virus 37  isolate GUY2091
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-1_S5,NODE_5_length_6792_cov_15.709927,Phenuiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,1618,2887841,2479850,652.46,Phasivirus phasiense,Phasivirus phasiense  isolate GUY2094
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-1_S5,NODE_1_length_12913_cov_229.732399,Xinmoviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,45056,2887841,2479850,18168.84,Remire Montjoly xinmo-like virus 1,Remire Montjoly xinmo-like virus 1  isolate GUY2096
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-1_S5,NODE_22_length_4523_cov_40.871910,Kitaviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,3130,2887841,2479850,1262.17,Remire Montjoly kita-like virus 1,Remire Montjoly kita-like virus 1  isolate GUY2095
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-2_S6,NODE_15_length_6695_cov_2927.934461,Phenuiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,345593,7404814,6734636,51315.77,Phasivirus phasiense,Phasivirus phasiense  isolate GUY2098
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-2_S6,NODE_1_length_12917_cov_150.667705,Xinmoviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,29826,7404814,6734636,4428.75,Remire Montjoly xinmo-like virus 1,Remire Montjoly xinmo-like virus 1  isolate GUY2104
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-2_S6,NODE_500_length_2554_cov_2.567513,Orthototiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,132,7404814,6734636,19.6,Mosquito toti-like virus XZ18,Mosquito toti-like virus XZ18  isolate GUY2097
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-2_S6,NODE_77_length_4524_cov_806.232757,Kitaviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,59259,7404814,6734636,8799.14,Remire Montjoly kita-like virus 1,Remire Montjoly kita-like virus 1  isolate GUY2100
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-2_S6,NODE_243_length_3234_cov_4.075293,Deltaflexiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,255,7404814,6734636,37.86,Remire Montjoly deltaflexi-like virus 1,Remire Montjoly deltaflexi-like virus 1  isolate GUY2099
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-2_S6,NODE_608_length_2376_cov_2.187581,Metaviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,104,7404814,6734636,15.44,Remire Montjoly meta-like virus 2,Remire Montjoly meta-like virus 2  isolate GUY2102
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-2_S6,NODE_4040_length_1046_cov_5.138746,Metaviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,92,7404814,6734636,13.66,Remire Montjoly meta-like virus 1,Remire Montjoly meta-like virus 1  isolate GUY2101
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-2_S6,NODE_3767_length_1084_cov_2.143422,Orthototiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,30,7404814,6734636,4.45,Remire Montjoly orthototi-like virus 1,Remire Montjoly orthototi-like virus 1  isolate GUY2103
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-3_S7,NODE_4_length_6847_cov_3149.414083,Phenuiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,316527,4403080,3757986,84227.83,Phasivirus phasiense,Phasivirus phasiense  isolate GUY2105
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-3_S7,NODE_1_length_12920_cov_137.440025,Xinmoviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,26806,4403080,3757986,7133.08,Remire Montjoly xinmo-like virus 1,Remire Montjoly xinmo-like virus 1  isolate GUY2107
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-3_S7,NODE_6_length_6177_cov_1000.646461,Inseviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,95090,4403080,3757986,25303.45,Remire Montjoly inse-like virus 1,Remire Montjoly inse-like virus 1  isolate GUY2106
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-4_S8,NODE_9_length_6231_cov_519.685937,Phenuiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,50426,3571906,3239242,15567.22,Phasivirus phasiense,Phasivirus phasiense  isolate GUY2109
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-4_S8,NODE_1_length_12922_cov_38.882248,Xinmoviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,7960,3571906,3239242,2457.37,Remire Montjoly xinmo-like virus 1,Remire Montjoly xinmo-like virus 1  isolate GUY2113
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-4_S8,NODE_377_length_2250_cov_3.906293,Inseviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,138,3571906,3239242,42.6,Mosquito toti-like virus XZ15,Mosquito toti-like virus XZ15  isolate GUY2108
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-4_S8,NODE_34_length_4478_cov_27.159591,Kitaviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,2215,3571906,3239242,683.8,Remire Montjoly kita-like virus 1,Remire Montjoly kita-like virus 1  isolate GUY2112
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-4_S8,NODE_809_length_1735_cov_4.115523,Inseviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,132,3571906,3239242,40.75,Remire Montjoly inse-like virus 1,Remire Montjoly inse-like virus 1  isolate GUY2111
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-4_S8,NODE_2397_length_1104_cov_2.526673,Deltaflexiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,47,3571906,3239242,14.51,Remire Montjoly deltaflexi-like virus 1,Remire Montjoly deltaflexi-like virus 1  isolate GUY2110
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-5_S9,NODE_11_length_6844_cov_2137.576577,Phenuiviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,218798,4633492,4434555,49339.34,Phasivirus phasiense,Phasivirus phasiense  isolate GUY2114
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-5_S9,NODE_19_length_6090_cov_702.338208,Inseviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,64750,4633492,4434555,14601.24,Remire Montjoly inse-like virus 1,Remire Montjoly inse-like virus 1  isolate GUY2115
HVT7HBGXH_Guyane-Remire-Montjoly-Apr-2020-Rainy-Aedes-aegypti-5_S9,NODE_843_length_2034_cov_0.884753,Metaviridae,Guyane,Remire Montjoly,Apr-20,2020,Rainy,Aedes aegypti,168,4633492,4434555,37.88,Remire Montjoly meta-like virus 1,Remire Montjoly meta-like virus 1  isolate GUY2116
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_295_length_3618_cov_1589.220874,Chrysoviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,91017,9147233,5405257,16838.61,Roura chryso-like virus 1,Roura chryso-like virus 1  isolate GUY2118
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_61_length_5451_cov_3.797880,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,506,9147233,5405257,93.61,Roura meta-like virus 6,Roura meta-like virus 6  isolate GUY2124
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_117_length_4584_cov_6.593882,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,549,9147233,5405257,101.57,Roura meta-like virus 8,Roura meta-like virus 8  isolate GUY2126
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_189_length_4074_cov_3.595851,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,429,9147233,5405257,79.37,Roura meta-like virus 11,Roura meta-like virus 11  isolate GUY2119
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_1494_length_2122_cov_10.406540,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,591,9147233,5405257,109.34,Roura meta-like virus 2,Roura meta-like virus 2  isolate GUY2120
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_2223_length_1804_cov_2.487579,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,123,9147233,5405257,22.76,Roura meta-like virus 5,Roura meta-like virus 5  isolate GUY2123
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_508_length_3095_cov_1.417273,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,148,9147233,5405257,27.38,Roura meta-like virus 4,Roura meta-like virus 4  isolate GUY2122
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_5040_length_1199_cov_2.616341,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,112,9147233,5405257,20.72,Roura meta-like virus 3,Roura meta-like virus 3  isolate GUY2121
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_5765_length_1106_cov_3.519845,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,72,9147233,5405257,13.32,Roura meta-like virus 7,Roura meta-like virus 7  isolate GUY2125
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-1_S27,NODE_4078_length_1347_cov_2.114600,Aliusviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,96,9147233,5405257,17.76,Roura alius-like virus 1,Roura alius-like virus 1  isolate GUY2117
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_208_length_4857_cov_4.435828,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,400,5754063,5511613,72.57,Roura meta-like virus 8,Roura meta-like virus 8  isolate GUY2136
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_49_length_6799_cov_4.451680,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,765,5754063,5511613,138.8,Roura meta-like virus 6,Roura meta-like virus 6  isolate GUY2134
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_2177_length_2174_cov_2.438363,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,120,5754063,5511613,21.77,Roura meta-like virus 13,Roura meta-like virus 13  isolate GUY2130
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_2075_length_2228_cov_12.441299,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,554,5754063,5511613,100.52,Roura meta-like virus 2,Roura meta-like virus 2  isolate GUY2132
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_256_length_4605_cov_5.535525,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,618,5754063,5511613,112.13,Roura meta-like virus 10,Roura meta-like virus 10  isolate GUY2128
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_6267_length_1226_cov_1.542931,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,34,5754063,5511613,6.17,Roura meta-like virus 14,Roura meta-like virus 14  isolate GUY2131
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_7129_length_1122_cov_0.807436,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,24,5754063,5511613,4.35,Roura meta-like virus 12,Roura meta-like virus 12  isolate GUY2129
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_7586_length_1072_cov_1.226226,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,24,5754063,5511613,4.35,Roura meta-like virus 7,Roura meta-like virus 7  isolate GUY2135
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_4057_length_1591_cov_3.326087,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,180,5754063,5511613,32.66,Roura meta-like virus 9,Roura meta-like virus 9  isolate GUY2137
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_4296_length_1543_cov_1.923129,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,106,5754063,5511613,19.23,Roura meta-like virus 5,Roura meta-like virus 5  isolate GUY2133
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-3_S29,NODE_7790_length_1050_cov_1.842375,Aliusviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,62,5754063,5511613,11.25,Roura alius-like virus 1,Roura alius-like virus 1  isolate GUY2127
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_82_length_7015_cov_7.872371,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,1329,8455960,6645611,199.98,Roura meta-like virus 11,Roura meta-like virus 11  isolate GUY2139
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_254_length_5125_cov_8.707838,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,772,8455960,6645611,116.17,Roura meta-like virus 8,Roura meta-like virus 8  isolate GUY2148
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_237_length_5245_cov_4.085847,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,459,8455960,6645611,69.07,Roura meta-like virus 9,Roura meta-like virus 9  isolate GUY2149
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_3357_length_1939_cov_3.011254,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,300,8455960,6645611,45.14,Roura meta-like virus 6,Roura meta-like virus 6  isolate GUY2146
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_3972_length_1775_cov_12.341951,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,489,8455960,6645611,73.58,Roura meta-like virus 2,Roura meta-like virus 2  isolate GUY2144
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_6246_length_1337_cov_4.306171,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,127,8455960,6645611,19.11,Roura meta-like virus 5,Roura meta-like virus 5  isolate GUY2145
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_6377_length_1319_cov_2.514446,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,75,8455960,6645611,11.29,Roura meta-like virus 16,Roura meta-like virus 16  isolate GUY2141
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_4077_length_1746_cov_3.074716,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,176,8455960,6645611,26.48,Roura meta-like virus 18,Roura meta-like virus 18  isolate GUY2143
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_3908_length_1790_cov_8.453698,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,1179,8455960,6645611,177.41,Roura meta-like virus 15,Roura meta-like virus 15  isolate GUY2140
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_4593_length_1628_cov_4.028939,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,108,8455960,6645611,16.25,Roura meta-like virus 7,Roura meta-like virus 7  isolate GUY2147
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_8857_length_1045_cov_2.401235,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,75,8455960,6645611,11.29,Roura meta-like virus 17,Roura meta-like virus 17  isolate GUY2142
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-4_S30,NODE_538_length_4166_cov_4.789152,Aliusviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,595,8455960,6645611,89.53,Roura alius-like virus 1,Roura alius-like virus 1  isolate GUY2138
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_5_length_9197_cov_7.316089,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,1259,6432865,4616589,272.71,Roura meta-like virus 8,Roura meta-like virus 8  isolate GUY2156
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_11_length_7936_cov_5.203612,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,1158,6432865,4616589,250.83,Roura meta-like virus 6,Roura meta-like virus 6  isolate GUY2155
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_126_length_4387_cov_4.141864,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,506,6432865,4616589,109.6,Roura meta-like virus 5,Roura meta-like virus 5  isolate GUY2154
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_2316_length_1758_cov_13.707418,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,1093,6432865,4616589,236.75,Roura meta-like virus 2,Roura meta-like virus 2  isolate GUY2153
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_2006_length_1866_cov_23.105968,Partitiviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,615,6432865,4616589,133.22,Roura partiti-like virus 4,Roura partiti-like virus 4  isolate GUY2157
HVT7HBGXH_Guyane-Roura-Mar-2021-Rainy-Coquillettidia-venezuelensis-5_S31,NODE_2214_length_1790_cov_4.636575,Metaviridae,Guyane,Roura,Mar-21,2021,Rainy,Coquillettidia venezuelensis,202,6432865,4616589,43.76,Roura meta-like virus 10,Roura meta-like virus 10  isolate GUY2151
